Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	11	1.5580736543909348	2.0633416670333523E-7	AT4G14420, AT2G41490, AT5G42020, AT1G56340, AT4G30500, AT1G77510, AT4G24920, AT2G32920, AT2G47470, AT4G08230, AT1G21750	610	44	22569	9.249590163934428	1.8382686331430698E-4	1.8384374253267168E-4	1.8322474003256168E-4
GOTERM_BP_DIRECT	GO:0006099~tricarboxylic acid cycle	11	1.5580736543909348	3.6314174402206494E-6	AT5G03290, AT3G55410, AT3G47833, AT4G35260, AT5G08300, AT2G20420, AT4G26910, AT4G32210, AT5G66760, AT3G27380, AT5G09600	610	59	22569	6.897999444290082	0.003230369905352082	0.0016177964696182992	0.0016123493434579683
GOTERM_BP_DIRECT	GO:0030968~endoplasmic reticulum unfolded protein response	7	0.9915014164305949	3.137846579680307E-4	AT5G07340, AT5G42020, AT1G56340, AT1G27350, AT5G28540, AT5G50460, AT5G61790	610	35	22569	7.3996721311475415	0.2439335453723488	0.09319404341650511	0.09288025875853709
GOTERM_BP_DIRECT	GO:0009733~response to auxin	21	2.974504249291785	5.135309492189854E-4	AT5G18030, AT2G33310, AT3G23030, AT3G28860, AT3G50340, AT4G27260, AT4G38825, AT5G54500, AT3G04730, AT2G34680, AT5G47230, AT1G67050, AT5G66580, AT4G32280, AT5G56860, AT1G29440, AT4G37390, AT3G62980, AT1G75580, AT3G07390, AT5G18060	610	322	22569	2.412936564504633	0.3672460269736967	0.114389018938529	0.11400387072661476
GOTERM_BP_DIRECT	GO:0006121~mitochondrial electron transport, succinate to ubiquinone	4	0.56657223796034	0.0014543578322634128	AT4G32210, AT5G66760, AT3G27380, AT5G09600	610	9	22569	16.443715846994536	0.7265881590065986	0.24360154624796732	0.24278133902154317
GOTERM_BP_DIRECT	GO:0046686~response to cadmium ion	20	2.8328611898017	0.001758540596858372	AT3G53880, AT5G42020, AT5G51830, AT1G56340, AT1G56450, AT5G15650, AT4G24460, AT4G13430, AT1G75950, AT2G24200, AT3G17240, AT1G47640, AT1G79930, AT5G08300, AT2G20420, AT1G77510, AT3G06050, AT2G47470, AT4G17410, AT2G27020	610	331	22569	2.235550492793819	0.7915881236031693	0.24360154624796732	0.24278133902154317
GOTERM_BP_DIRECT	GO:0015774~polysaccharide transport	3	0.424929178470255	0.002141797417777977	AT2G18840, AT4G30260, AT5G65020	610	3	22569	36.99836065573771	0.8519770666901259	0.24360154624796732	0.24278133902154317
GOTERM_BP_DIRECT	GO:0040008~regulation of growth	12	1.69971671388102	0.002187219270464353	AT5G18030, AT4G39730, AT4G28556, AT4G31500, AT2G26710, AT1G29440, AT3G50340, AT5G39860, AT1G48605, AT1G78370, AT5G23800, AT5G18060	610	147	22569	3.0202743392438944	0.8578605587728025	0.24360154624796732	0.24278133902154317
GOTERM_BP_DIRECT	GO:0055085~transmembrane transport	19	2.6912181303116145	0.003139359656945385	AT1G15520, AT4G25960, AT4G19030, AT3G28345, AT4G39390, AT3G28860, AT5G52860, AT1G72820, AT3G53480, AT3G13090, AT5G46050, AT2G25810, AT5G61810, AT5G64410, AT1G71330, AT3G04090, AT5G01500, AT1G09930, AT2G07680	610	323	22569	2.176374156219865	0.9392852933294569	0.2948476709884747	0.29385491788750345
GOTERM_BP_DIRECT	GO:0007030~Golgi organization	6	0.84985835694051	0.0033829036062838205	AT3G22845, AT1G14010, AT1G21900, AT4G04910, AT3G07680, AT3G21660	610	38	22569	5.841846419327007	0.9511634835933709	0.2948476709884747	0.29385491788750345
GOTERM_BP_DIRECT	GO:0006457~protein folding	12	1.69971671388102	0.003640094703561416	AT2G32120, AT5G07340, AT5G42020, AT3G47940, AT5G58710, AT1G56340, AT5G28540, AT1G77510, AT3G62600, AT4G21870, AT5G61790, AT1G21750	610	157	22569	2.8279001775086146	0.961196380438705	0.2948476709884747	0.29385491788750345
GOTERM_BP_DIRECT	GO:0010025~wax biosynthetic process	5	0.708215297450425	0.008242698314286284	AT1G49430, AT4G24510, AT1G02205, AT5G37300, AT1G21540	610	30	22569	6.166393442622952	0.9993730725636105	0.5948970991914487	0.5928940786554506
GOTERM_BP_DIRECT	GO:0009734~auxin-activated signaling pathway	14	1.9830028328611897	0.008679755655991958	AT5G18030, AT3G27580, AT2G33310, AT3G23030, AT3G28860, AT3G53480, AT3G04730, AT4G32280, AT1G75950, AT1G29440, AT3G62980, AT5G12050, AT3G07390, AT5G18060	610	226	22569	2.291933845930654	0.9995766964082748	0.5948970991914487	0.5928940786554506
GOTERM_BP_DIRECT	GO:0009753~response to jasmonic acid	23	3.2577903682719547	0.009496232463708237	AT1G15520, AT3G03760, AT5G19460, AT4G39190, AT3G51430, AT5G40350, AT5G42860, AT4G30500, AT2G43535, AT3G24420, AT4G01080, AT1G17750, AT1G10410, AT5G62150, AT4G22780, AT5G46050, AT3G22415, AT3G44860, AT5G38200, AT3G43270, AT4G34710, AT5G38130, AT5G58680	610	471	22569	1.8067140022971704	0.9997968515933989	0.6043673660831457	0.6023324591266368
GOTERM_BP_DIRECT	GO:0016051~carbohydrate biosynthetic process	4	0.56657223796034	0.013728851973832815	AT5G51830, AT1G71970, AT1G49200, AT3G60520	610	19	22569	7.789128559102675	0.9999955256617312	0.7769262732134379	0.7743103598356149
GOTERM_BP_DIRECT	GO:0072334~UDP-galactose transmembrane transport	3	0.424929178470255	0.013951538015056124	AT1G77610, AT4G39390, AT4G31600	610	7	22569	15.856440281030448	0.9999963411072057	0.7769262732134379	0.7743103598356149
GOTERM_BP_DIRECT	GO:0009682~induced systemic resistance	4	0.56657223796034	0.01810911580776952	AT4G39950, AT4G31500, AT4G24180, AT2G30770	610	21	22569	7.0473067915690875	0.999999915211642	0.9491307167483908	0.9459349904293726
GOTERM_BP_DIRECT	GO:0009416~response to light stimulus	42	5.94900849858357	0.020211640247407254	AT1G12330, AT4G28556, AT4G26555, AT4G22190, AT2G17730, AT3G24420, AT5G24460, AT3G59580, AT5G47140, AT4G25780, AT1G17090, AT1G71340, AT1G21480, AT5G04530, AT4G35783, AT2G47560, AT2G14910, AT4G03400, AT3G48280, AT3G07310, AT1G09490, AT5G19460, AT1G64720, AT3G49110, AT3G50340, AT5G63980, AT3G60520, AT4G00050, AT1G67590, AT5G62150, AT1G51402, AT3G15430, AT5G56860, AT1G21350, AT1G71970, AT3G14220, AT5G04440, AT2G26710, AT2G05310, AT2G42520, AT2G26250, AT5G58340	610	1089	22569	1.4269340197805176	0.9999999874438199	1.0	0.9971075855387579
GOTERM_BP_DIRECT	GO:0006465~signal peptide processing	4	0.56657223796034	0.02317666156997093	AT2G22425, AT3G05230, AT2G03120, AT1G52600	610	23	22569	6.434497505345688	0.9999999991565093	1.0	0.9977528089887641
GOTERM_BP_DIRECT	GO:0048443~stamen development	4	0.56657223796034	0.02893336025423075	AT5G40350, AT2G03710, AT3G28860, AT3G62980	610	25	22569	5.919737704918033	0.999999999995646	1.0	0.9977528089887641
GOTERM_BP_DIRECT	GO:0010499~proteasomal ubiquitin-independent protein catabolic process	4	0.56657223796034	0.02893336025423075	AT1G56450, AT1G77440, AT4G31300, AT2G27020	610	25	22569	5.919737704918033	0.999999999995646	1.0	0.9977528089887641
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	8	1.13314447592068	0.029578415301099996	AT1G10140, AT5G65207, AT5G38200, AT3G27770, AT3G24420, AT3G60520, AT4G27450, AT4G22780	610	110	22569	2.6907898658718334	0.9999999999975915	1.0	0.9977528089887641
GOTERM_BP_DIRECT	GO:0010218~response to far red light	5	0.708215297450425	0.032706999708391776	AT4G32280, AT3G28860, AT1G09570, AT2G01570, AT4G00050	610	45	22569	4.110928961748634	0.9999999999998644	1.0	0.9977528089887641
GOTERM_BP_DIRECT	GO:0031204~posttranslational protein targeting to membrane, translocation	3	0.424929178470255	0.03402520530997133	AT4G24920, AT5G50460, AT2G34250	610	11	22569	10.090461997019375	0.9999999999999598	1.0	0.9977528089887641
GOTERM_BP_DIRECT	GO:0042335~cuticle development	4	0.56657223796034	0.03884825524061916	AT2G46720, AT1G02205, AT5G05660, AT2G26250	610	28	22569	5.285480093676815	0.9999999999999996	1.0	0.9977528089887641
GOTERM_BP_DIRECT	GO:0010439~regulation of glucosinolate biosynthetic process	3	0.424929178470255	0.040113130285517606	AT4G39940, AT2G25450, AT2G14750	610	12	22569	9.249590163934428	0.9999999999999999	1.0	0.9977528089887641
GOTERM_BP_DIRECT	GO:0051085~chaperone mediated protein folding requiring cofactor	5	0.708215297450425	0.040131093785712196	AT5G18140, AT2G32120, AT5G42020, AT3G47940, AT5G28540	610	48	22569	3.853995901639345	0.9999999999999999	1.0	0.9977528089887641
GOTERM_BP_DIRECT	GO:0010187~negative regulation of seed germination	4	0.56657223796034	0.04248883842364079	AT5G56860, AT2G20180, AT2G01570, AT4G00050	610	29	22569	5.1032221594120974	1.0	1.0	0.9977528089887641
